scheme,pollutant,sensor_id,segment_id,mse,correlation,recovered_snr_db,channel_snr_db,carrier_hz,fs_hz,num_samples
AM,PM10,S5,2,0.005767694626568661,0.9837329657178927,16.128690243102575,20.0,0.1,1.0,5375
