scheme,pollutant,sensor_id,segment_id,mse,correlation,recovered_snr_db,channel_snr_db,carrier_hz,kf,fs_hz,num_samples
FM,NO2,S10,2,0.5882232127364961,0.020737562075230913,-3.898610437868709,20.0,0.1,0.05,1.0,5375
