scheme,pollutant,sensor_id,segment_id,mse,correlation,recovered_snr_db,channel_snr_db,carrier_hz,fs_hz,num_samples
AM,O3,S10,2,0.004174319407867029,0.9797172164784785,20.875790357351264,20.0,0.1,1.0,5375
