scheme,pollutant,sensor_id,segment_id,mse,correlation,recovered_snr_db,channel_snr_db,carrier_hz,kf,fs_hz,num_samples
FM,O3,S14,2,0.8638076961020513,-0.0020762361939120964,-2.123485047427494,20.0,0.1,0.05,1.0,5375
