scheme,pollutant,sensor_id,segment_id,mse,correlation,recovered_snr_db,channel_snr_db,carrier_hz,fs_hz,num_samples
AM,NO2,S14,2,0.030527220179083797,0.9245013498433544,8.75069254684698,20.0,0.1,1.0,5375
