scheme,pollutant,sensor_id,segment_id,mse,correlation,recovered_snr_db,channel_snr_db,carrier_hz,fs_hz,num_samples
AM,O3,S14,2,0.005138069416331187,0.9788468664842341,20.132685969622976,20.0,0.1,1.0,5375
