scheme,pollutant,sensor_id,segment_id,mse,correlation,recovered_snr_db,channel_snr_db,carrier_hz,kf,fs_hz,num_samples
FM,NO2,S12,2,0.5910539251246976,-0.03605523267515095,-3.843854170396665,20.0,0.1,0.05,1.0,5375
