scheme,pollutant,sensor_id,segment_id,mse,correlation,recovered_snr_db,channel_snr_db,carrier_hz,kf,fs_hz,num_samples
FM,O3,S10,2,0.8439701360537086,-0.008534664895737372,-2.181623665551664,20.0,0.1,0.05,1.0,5375
