scheme,pollutant,sensor_id,segment_id,mse,correlation,recovered_snr_db,channel_snr_db,carrier_hz,fs_hz,num_samples
AM,NO2,S12,2,0.01981475923493398,0.9305328195304022,10.902528890619843,20.0,0.1,1.0,5375
