scheme,pollutant,sensor_id,segment_id,mse,correlation,recovered_snr_db,channel_snr_db,carrier_hz,kf,fs_hz,num_samples
FM,PM2_5,S10,3,0.6856603392655369,-0.011720219562074936,-2.6411508421290932,20.0,0.1,0.05,1.0,5375
