dt_beg_utc,dt_end_utc,pollutant,sensor_id,segment_id,value_raw,value_sg
2021-12-16 07:00:00+00:00,2021-12-16 08:00:00+00:00,NO2,S5,1,10.431928333333332,11.232760962703965
2021-12-16 08:00:00+00:00,2021-12-16 09:00:00+00:00,NO2,S5,1,11.956450000000002,12.074967794871801
2021-12-16 09:00:00+00:00,2021-12-16 10:00:00+00:00,NO2,S5,1,9.958148333333334,12.22225250582754
2021-12-16 10:00:00+00:00,2021-12-16 11:00:00+00:00,NO2,S5,1,8.204373333333335,8.766094440559463
2021-12-16 11:00:00+00:00,2021-12-16 12:00:00+00:00,NO2,S5,1,8.433768333333333,9.046662292152316
2021-12-16 12:00:00+00:00,2021-12-16 13:00:00+00:00,NO2,S5,1,8.717103333333334,10.02935616161619
2021-12-16 13:00:00+00:00,2021-12-16 14:00:00+00:00,NO2,S5,1,9.87489,10.544497365967395
2021-12-16 14:00:00+00:00,2021-12-16 15:00:00+00:00,NO2,S5,1,10.311496666666669,11.02271287878791
2021-12-16 15:00:00+00:00,2021-12-16 16:00:00+00:00,NO2,S5,1,10.348191666666668,11.62304403651907
2021-12-16 16:00:00+00:00,2021-12-16 17:00:00+00:00,NO2,S5,1,11.649633333333334,12.621888846153881
2021-12-16 17:00:00+00:00,2021-12-16 18:00:00+00:00,NO2,S5,1,11.84765,13.020884269619305
2021-12-16 18:00:00+00:00,2021-12-16 19:00:00+00:00,NO2,S5,1,10.61715,12.06048992618496
2021-12-16 19:00:00+00:00,2021-12-16 20:00:00+00:00,NO2,S5,1,9.311206666666669,9.865546188811216
2021-12-16 20:00:00+00:00,2021-12-16 21:00:00+00:00,NO2,S5,1,7.560118333333333,8.977393041958067
2021-12-16 21:00:00+00:00,2021-12-16 22:00:00+00:00,NO2,S5,1,7.72045,9.701427175602204
2021-12-16 22:00:00+00:00,2021-12-16 23:00:00+00:00,NO2,S5,1,8.681534999999998,9.8935077738928
2021-12-16 23:00:00+00:00,2021-12-17 00:00:00+00:00,NO2,S5,1,7.76596,8.75226568764571
2021-12-17 00:00:00+00:00,2021-12-17 01:00:00+00:00,NO2,S5,1,8.455706666666666,9.901704421134447
2021-12-17 01:00:00+00:00,2021-12-17 02:00:00+00:00,NO2,S5,1,6.773576666666667,7.439839703962724
2021-12-17 02:00:00+00:00,2021-12-17 03:00:00+00:00,NO2,S5,1,6.1503033333333335,6.891539715617735
2021-12-17 03:00:00+00:00,2021-12-17 04:00:00+00:00,NO2,S5,1,5.861468333333335,7.055025567210588
2021-12-17 04:00:00+00:00,2021-12-17 05:00:00+00:00,NO2,S5,1,6.611845,8.352999121989145
2021-12-17 05:00:00+00:00,2021-12-17 06:00:00+00:00,NO2,S5,1,10.265386666666668,12.162215155400187
2021-12-17 06:00:00+00:00,2021-12-17 07:00:00+00:00,NO2,S5,1,13.32104,13.664007793317833
2021-12-17 07:00:00+00:00,2021-12-17 08:00:00+00:00,NO2,S5,1,11.76135,12.518475415695452
2021-12-17 08:00:00+00:00,2021-12-17 09:00:00+00:00,NO2,S5,1,10.537956666666668,11.004954724164755
2021-12-17 09:00:00+00:00,2021-12-17 10:00:00+00:00,NO2,S5,1,10.990249999999998,11.56853789821293
2021-12-17 10:00:00+00:00,2021-12-17 11:00:00+00:00,NO2,S5,1,10.117945,11.035975656565688
2021-12-17 11:00:00+00:00,2021-12-17 12:00:00+00:00,NO2,S5,1,7.157788333333333,9.341882369852396
2021-12-17 12:00:00+00:00,2021-12-17 13:00:00+00:00,NO2,S5,1,7.254063333333334,9.662605889665917
2021-12-17 13:00:00+00:00,2021-12-17 14:00:00+00:00,NO2,S5,1,8.899855,11.119675392385425
2021-12-17 14:00:00+00:00,2021-12-17 15:00:00+00:00,NO2,S5,1,11.205895,12.395161429681465
2021-12-17 15:00:00+00:00,2021-12-17 16:00:00+00:00,NO2,S5,1,9.983921666666667,12.115645753690787
2021-12-17 16:00:00+00:00,2021-12-17 17:00:00+00:00,NO2,S5,1,9.692233333333332,11.161691756021787
2021-12-17 17:00:00+00:00,2021-12-17 18:00:00+00:00,NO2,S5,1,8.990255,9.150003057498083
2021-12-17 18:00:00+00:00,2021-12-17 19:00:00+00:00,NO2,S5,1,7.18358,7.666132622377644
2021-12-17 19:00:00+00:00,2021-12-17 20:00:00+00:00,NO2,S5,1,6.6561,7.660696227661249
2021-12-17 20:00:00+00:00,2021-12-17 21:00:00+00:00,NO2,S5,1,6.423016666666666,7.977996134421157
2021-12-17 21:00:00+00:00,2021-12-17 22:00:00+00:00,NO2,S5,1,7.21791,8.5401101748252
2021-12-17 22:00:00+00:00,2021-12-17 23:00:00+00:00,NO2,S5,1,6.54652,8.209052121212144
2021-12-17 23:00:00+00:00,2021-12-18 00:00:00+00:00,NO2,S5,1,7.811018333333333,9.110832626262653
2021-12-18 00:00:00+00:00,2021-12-18 01:00:00+00:00,NO2,S5,1,8.506926666666667,8.316740271950295
2021-12-18 01:00:00+00:00,2021-12-18 02:00:00+00:00,NO2,S5,1,6.293006666666667,8.617183263403287
2021-12-18 02:00:00+00:00,2021-12-18 03:00:00+00:00,NO2,S5,1,10.48962,9.51256730380733
2021-12-18 03:00:00+00:00,2021-12-18 04:00:00+00:00,NO2,S5,1,8.590615000000001,11.69554050893554
2021-12-18 04:00:00+00:00,2021-12-18 05:00:00+00:00,NO2,S5,1,8.013003333333332,8.564509327117351
2021-12-18 05:00:00+00:00,2021-12-18 06:00:00+00:00,NO2,S5,1,7.35569,9.391462271950298
2021-12-18 06:00:00+00:00,2021-12-18 07:00:00+00:00,NO2,S5,1,8.876673333333333,9.73882890365193
2021-12-18 07:00:00+00:00,2021-12-18 08:00:00+00:00,NO2,S5,1,8.741436666666665,9.344603348873374
2021-12-18 08:00:00+00:00,2021-12-18 09:00:00+00:00,NO2,S5,1,8.80161,10.36796672105675
2021-12-18 09:00:00+00:00,2021-12-18 10:00:00+00:00,NO2,S5,1,9.836065,10.695153302253331
2021-12-18 10:00:00+00:00,2021-12-18 11:00:00+00:00,NO2,S5,1,7.056840000000001,7.895423659673683
2021-12-18 11:00:00+00:00,2021-12-18 12:00:00+00:00,NO2,S5,1,5.364878333333333,7.164864724941745
2021-12-18 12:00:00+00:00,2021-12-18 13:00:00+00:00,NO2,S5,1,5.232361666666667,6.320221853923872
2021-12-18 13:00:00+00:00,2021-12-18 14:00:00+00:00,NO2,S5,1,5.197628333333333,6.293209106449124
2021-12-18 14:00:00+00:00,2021-12-18 15:00:00+00:00,NO2,S5,1,6.309488333333333,7.871104331779353
2021-12-18 15:00:00+00:00,2021-12-18 16:00:00+00:00,NO2,S5,1,6.426485,7.968150858585881
2021-12-18 16:00:00+00:00,2021-12-18 17:00:00+00:00,NO2,S5,1,6.758093333333335,8.272349013209038
2021-12-18 17:00:00+00:00,2021-12-18 18:00:00+00:00,NO2,S5,1,6.530448333333333,7.559416421911443
2021-12-18 18:00:00+00:00,2021-12-18 19:00:00+00:00,NO2,S5,1,6.238373333333333,7.380901114996136
2021-12-18 19:00:00+00:00,2021-12-18 20:00:00+00:00,NO2,S5,1,7.630884999999999,7.977980481740504
2021-12-18 20:00:00+00:00,2021-12-18 21:00:00+00:00,NO2,S5,1,4.919795,5.705685365190382
2021-12-18 21:00:00+00:00,2021-12-18 22:00:00+00:00,NO2,S5,1,4.261031666666667,4.962394285159299
2021-12-18 22:00:00+00:00,2021-12-18 23:00:00+00:00,NO2,S5,1,3.98744,5.149037746697761
2021-12-18 23:00:00+00:00,2021-12-19 00:00:00+00:00,NO2,S5,1,3.8478366666666655,4.685337078477092
2021-12-19 00:00:00+00:00,2021-12-19 01:00:00+00:00,NO2,S5,1,3.624468333333333,4.682059770784784
2021-12-19 01:00:00+00:00,2021-12-19 02:00:00+00:00,NO2,S5,1,3.492005,4.7341085703185835
