dt_beg_utc,dt_end_utc,pollutant,sensor_id,segment_id,value_raw,value_sg
2023-05-09 11:00:00+00:00,2023-05-09 12:00:00+00:00,O3,S14,3,34.206116666666674,32.32310757575758
2023-05-09 12:00:00+00:00,2023-05-09 13:00:00+00:00,O3,S14,3,35.160583333333335,33.9900090909091
2023-05-09 13:00:00+00:00,2023-05-09 14:00:00+00:00,O3,S14,3,36.28206666666666,34.67401666666676
2023-05-09 14:00:00+00:00,2023-05-09 15:00:00+00:00,O3,S14,3,36.417116666666665,36.529953885003984
2023-05-09 15:00:00+00:00,2023-05-09 16:00:00+00:00,O3,S14,3,35.8417,34.08765357420367
2023-05-09 16:00:00+00:00,2023-05-09 17:00:00+00:00,O3,S14,3,35.63458333333333,33.43836165501175
2023-05-09 17:00:00+00:00,2023-05-09 18:00:00+00:00,O3,S14,3,35.67048333333333,33.36988923853933
2023-05-09 18:00:00+00:00,2023-05-09 19:00:00+00:00,O3,S14,3,35.73961666666667,33.25481192696202
2023-05-09 19:00:00+00:00,2023-05-09 20:00:00+00:00,O3,S14,3,35.59461666666667,32.168406487956574
2023-05-09 20:00:00+00:00,2023-05-09 21:00:00+00:00,O3,S14,3,35.4005,29.87201934731943
2023-05-09 21:00:00+00:00,2023-05-09 22:00:00+00:00,O3,S14,3,32.39566666666667,30.81868682983692
2023-05-09 22:00:00+00:00,2023-05-09 23:00:00+00:00,O3,S14,3,30.84735,28.1941203185704
2023-05-09 23:00:00+00:00,2023-05-10 00:00:00+00:00,O3,S14,3,29.30218333333333,25.273598018648087
2023-05-10 00:00:00+00:00,2023-05-10 01:00:00+00:00,O3,S14,3,27.98353333333333,24.100124242424307
2023-05-10 01:00:00+00:00,2023-05-10 02:00:00+00:00,O3,S14,3,25.67963333333334,23.00259879564886
2023-05-10 02:00:00+00:00,2023-05-10 03:00:00+00:00,O3,S14,3,23.807166666666664,21.131073387723447
2023-05-10 03:00:00+00:00,2023-05-10 04:00:00+00:00,O3,S14,3,21.905,19.297607847707905
2023-05-10 04:00:00+00:00,2023-05-10 05:00:00+00:00,O3,S14,3,21.116533333333333,18.774791142191198
2023-05-10 05:00:00+00:00,2023-05-10 06:00:00+00:00,O3,S14,3,27.830033333333333,24.614917793317865
2023-05-10 06:00:00+00:00,2023-05-10 07:00:00+00:00,O3,S14,3,33.05526666666667,26.829589471639544
2023-05-10 07:00:00+00:00,2023-05-10 08:00:00+00:00,O3,S14,3,34.66608333333333,31.60559121989131
2023-05-10 08:00:00+00:00,2023-05-10 09:00:00+00:00,O3,S14,3,37.13745,34.544495027195126
2023-05-10 09:00:00+00:00,2023-05-10 10:00:00+00:00,O3,S14,3,37.747816666666665,34.42453224553235
2023-05-10 10:00:00+00:00,2023-05-10 11:00:00+00:00,O3,S14,3,38.35248333333334,35.64274195804206
2023-05-10 11:00:00+00:00,2023-05-10 12:00:00+00:00,O3,S14,3,38.72096666666668,36.93422758352769
2023-05-10 12:00:00+00:00,2023-05-10 13:00:00+00:00,O3,S14,3,38.35873333333334,35.03284471639482
2023-05-10 13:00:00+00:00,2023-05-10 14:00:00+00:00,O3,S14,3,38.75268333333334,35.294259790209885
2023-05-10 14:00:00+00:00,2023-05-10 15:00:00+00:00,O3,S14,3,38.81015,33.14076480186489
2023-05-10 15:00:00+00:00,2023-05-10 16:00:00+00:00,O3,S14,3,37.2631,30.213085664335747
2023-05-10 16:00:00+00:00,2023-05-10 17:00:00+00:00,O3,S14,3,29.921066666666665,29.764072533022617
2023-05-10 17:00:00+00:00,2023-05-10 18:00:00+00:00,O3,S14,3,27.659433333333336,26.537263791763863
2023-05-10 18:00:00+00:00,2023-05-10 19:00:00+00:00,O3,S14,3,24.889616666666665,21.308200932400993
2023-05-10 19:00:00+00:00,2023-05-10 20:00:00+00:00,O3,S14,3,25.972666666666665,20.946387567987628
2023-05-10 20:00:00+00:00,2023-05-10 21:00:00+00:00,O3,S14,3,24.74376666666667,21.392883566433625
2023-05-10 21:00:00+00:00,2023-05-10 22:00:00+00:00,O3,S14,3,24.08501666666667,21.221850815850875
2023-05-10 22:00:00+00:00,2023-05-10 23:00:00+00:00,O3,S14,3,25.9653,21.625725213675274
2023-05-10 23:00:00+00:00,2023-05-11 00:00:00+00:00,O3,S14,3,27.922316666666664,22.77799770784777
2023-05-11 00:00:00+00:00,2023-05-11 01:00:00+00:00,O3,S14,3,29.27515,25.593723698523767
2023-05-11 01:00:00+00:00,2023-05-11 02:00:00+00:00,O3,S14,3,29.72961666666667,25.15330209790217
