dt_beg_utc,dt_end_utc,pollutant,sensor_id,segment_id,value_raw,value_sg
2021-12-16 07:00:00+00:00,2021-12-16 08:00:00+00:00,O3,S5,1,16.005566666666663,16.784704079254084
2021-12-16 08:00:00+00:00,2021-12-16 09:00:00+00:00,O3,S5,1,16.534516666666665,17.001647738927744
2021-12-16 09:00:00+00:00,2021-12-16 10:00:00+00:00,O3,S5,1,16.050216666666667,17.240884289044335
2021-12-16 10:00:00+00:00,2021-12-16 11:00:00+00:00,O3,S5,1,16.095883333333333,16.336154972805016
2021-12-16 11:00:00+00:00,2021-12-16 12:00:00+00:00,O3,S5,1,16.168616666666665,16.449327039627086
2021-12-16 12:00:00+00:00,2021-12-16 13:00:00+00:00,O3,S5,1,16.590783333333334,17.454991958042008
2021-12-16 13:00:00+00:00,2021-12-16 14:00:00+00:00,O3,S5,1,18.082066666666663,17.97062027972033
2021-12-16 14:00:00+00:00,2021-12-16 15:00:00+00:00,O3,S5,1,20.128116666666667,21.04116790986797
2021-12-16 15:00:00+00:00,2021-12-16 16:00:00+00:00,O3,S5,1,21.59905,21.907461732711795
2021-12-16 16:00:00+00:00,2021-12-16 17:00:00+00:00,O3,S5,1,21.276566666666668,22.079654584304645
2021-12-16 17:00:00+00:00,2021-12-16 18:00:00+00:00,O3,S5,1,20.740866666666665,21.43971254856261
2021-12-16 18:00:00+00:00,2021-12-16 19:00:00+00:00,O3,S5,1,20.1511,20.8374155400156
2021-12-16 19:00:00+00:00,2021-12-16 20:00:00+00:00,O3,S5,1,19.61205,20.18198970473976
2021-12-16 20:00:00+00:00,2021-12-16 21:00:00+00:00,O3,S5,1,20.41006666666667,20.60973547008553
2021-12-16 21:00:00+00:00,2021-12-16 22:00:00+00:00,O3,S5,1,20.3189,20.516004428904484
2021-12-16 22:00:00+00:00,2021-12-16 23:00:00+00:00,O3,S5,1,18.54145,19.368054739704792
2021-12-16 23:00:00+00:00,2021-12-17 00:00:00+00:00,O3,S5,1,18.7409,18.666192268842316
2021-12-17 00:00:00+00:00,2021-12-17 01:00:00+00:00,O3,S5,1,17.355533333333334,18.033782672882722
2021-12-17 01:00:00+00:00,2021-12-17 02:00:00+00:00,O3,S5,1,16.598433333333336,17.388458803418853
2021-12-17 02:00:00+00:00,2021-12-17 03:00:00+00:00,O3,S5,1,17.293616666666665,17.270027645687694
2021-12-17 03:00:00+00:00,2021-12-17 04:00:00+00:00,O3,S5,1,14.956133333333332,14.672844677544717
2021-12-17 04:00:00+00:00,2021-12-17 05:00:00+00:00,O3,S5,1,13.936516666666668,14.777156682206723
