dt_beg_utc,dt_end_utc,pollutant,sensor_id,segment_id,value_raw,value_sg
2021-12-16 07:00:00+00:00,2021-12-16 08:00:00+00:00,PM10,S5,1,12.111616666666668,10.814540326340328
2021-12-16 08:00:00+00:00,2021-12-16 09:00:00+00:00,PM10,S5,1,13.13825,12.059305524475526
2021-12-16 09:00:00+00:00,2021-12-16 10:00:00+00:00,PM10,S5,1,10.844483333333336,13.159248422688425
2021-12-16 10:00:00+00:00,2021-12-16 11:00:00+00:00,PM10,S5,1,13.066683333333335,15.590143317793359
2021-12-16 11:00:00+00:00,2021-12-16 12:00:00+00:00,PM10,S5,1,15.601833333333332,16.153560800310846
2021-12-16 12:00:00+00:00,2021-12-16 13:00:00+00:00,PM10,S5,1,15.759250000000002,18.16873981740487
2021-12-16 13:00:00+00:00,2021-12-16 14:00:00+00:00,PM10,S5,1,14.761383333333336,17.749232505827557
2021-12-16 14:00:00+00:00,2021-12-16 15:00:00+00:00,PM10,S5,1,13.245111666666666,12.259935407925443
2021-12-16 15:00:00+00:00,2021-12-16 16:00:00+00:00,PM10,S5,1,7.173548333333334,10.576991884226913
2021-12-16 16:00:00+00:00,2021-12-16 17:00:00+00:00,PM10,S5,1,5.737988333333334,5.888210217560233
2021-12-16 17:00:00+00:00,2021-12-16 18:00:00+00:00,PM10,S5,1,4.95095,5.483295473970489
2021-12-16 18:00:00+00:00,2021-12-16 19:00:00+00:00,PM10,S5,1,5.41479,4.894036184926199
2021-12-16 19:00:00+00:00,2021-12-16 20:00:00+00:00,PM10,S5,1,3.941443333333333,5.231731394716409
2021-12-16 20:00:00+00:00,2021-12-16 21:00:00+00:00,PM10,S5,1,6.691066666666667,7.186065536130555
2021-12-16 21:00:00+00:00,2021-12-16 22:00:00+00:00,PM10,S5,1,10.200591666666666,11.52437012820516
2021-12-16 22:00:00+00:00,2021-12-16 23:00:00+00:00,PM10,S5,1,14.891899999999998,17.57846320124325
2021-12-16 23:00:00+00:00,2021-12-17 00:00:00+00:00,PM10,S5,1,16.601116666666666,19.650259479409534
2021-12-17 00:00:00+00:00,2021-12-17 01:00:00+00:00,PM10,S5,1,17.80555,20.90183465423471
2021-12-17 01:00:00+00:00,2021-12-17 02:00:00+00:00,PM10,S5,1,21.02315,22.359585120435185
2021-12-17 02:00:00+00:00,2021-12-17 03:00:00+00:00,PM10,S5,1,18.960716666666663,23.395991258741322
2021-12-17 03:00:00+00:00,2021-12-17 04:00:00+00:00,PM10,S5,1,21.6852,22.882401825951888
2021-12-17 04:00:00+00:00,2021-12-17 05:00:00+00:00,PM10,S5,1,18.680566666666667,24.155101934732002
2021-12-17 05:00:00+00:00,2021-12-17 06:00:00+00:00,PM10,S5,1,23.305566666666664,26.182771942502015
2021-12-17 06:00:00+00:00,2021-12-17 07:00:00+00:00,PM10,S5,1,26.16112,27.701938337218415
2021-12-17 07:00:00+00:00,2021-12-17 08:00:00+00:00,PM10,S5,1,23.731483333333333,25.85188554001561
2021-12-17 08:00:00+00:00,2021-12-17 09:00:00+00:00,PM10,S5,1,19.277916666666663,21.46617400155406
2021-12-17 09:00:00+00:00,2021-12-17 10:00:00+00:00,PM10,S5,1,16.120383333333333,17.21179381507386
2021-12-17 10:00:00+00:00,2021-12-17 11:00:00+00:00,PM10,S5,1,13.9815,15.202224662004703
2021-12-17 11:00:00+00:00,2021-12-17 12:00:00+00:00,PM10,S5,1,10.081833333333334,10.44752616161619
2021-12-17 12:00:00+00:00,2021-12-17 13:00:00+00:00,PM10,S5,1,9.510753333333334,11.662840170940203
