pollutant,sensor_id,filter_type,raw_variance,filtered_variance,variance_reduction_pct,correlation_with_raw,peak_retention_ratio
NO2,S10,moving_average,262.43138756567686,212.3852801321965,19.07016835817921,0.9514624685502044,0.8661856272801878
NO2,S10,savitzky_golay,262.43138756567686,244.27318246044737,6.919220019246044,0.979499840858791,0.9298664669594127
NO2,S12,moving_average,167.10010609799556,133.19902138157133,20.28788940238195,0.9512420559328202,0.674219268212066
NO2,S12,savitzky_golay,167.10010609799556,155.19999151225912,7.121548192649049,0.9778289964697506,0.731261836245482
NO2,S14,moving_average,90.94020874293462,70.90621450696264,22.029852925236955,0.9452533011255628,0.7913449923452474
NO2,S14,savitzky_golay,90.94020874293462,83.78019897053113,7.873315743801572,0.9758831118633583,0.9069656776323002
NO2,S5,moving_average,93.46151986876393,68.30501673478535,26.916428460935194,0.9217338752780653,0.6705988750538661
NO2,S5,savitzky_golay,93.46151986876393,83.0226871244809,11.169123676718453,0.9634511898384247,0.787939968569378
